,timestamp,Open,High,Low,Close,Volume,quote_volume,close,high,low,open,volume,DateTime,ATR,SuperTrend,TrendDir,AdaptiveATR,shifted_dir
99,1747830000000,0.001705,0.0017105,0.0017049,0.001709,7761500.0,13253.536,0.001709,0.0017105,0.0017049,0.001705,7761500.0,2025-05-21 12:20:00,7.110000000000016e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
98,1747830300000,0.001709,0.0017167,0.0017088,0.0017141,17943300.0,30763.54614,0.0017141,0.0017167,0.0017088,0.001709,17943300.0,2025-05-21 12:25:00,7.420000000000018e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
97,1747830600000,0.0017141,0.0017141,0.0017057,0.0017057,2170800.0,3709.60203,0.0017057,0.0017141,0.0017057,0.0017141,2170800.0,2025-05-21 12:30:00,7.830000000000011e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
96,1747830900000,0.0017057,0.0017111,0.0017057,0.0017079,1512900.0,2585.43516,0.0017079,0.0017111,0.0017057,0.0017057,1512900.0,2025-05-21 12:35:00,7.379999999999973e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
95,1747831200000,0.0017079,0.001708,0.0016994,0.0017022,3216700.0,5480.18108,0.0017022,0.001708,0.0016994,0.0017079,3216700.0,2025-05-21 12:40:00,7.779999999999983e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
94,1747831500000,0.0017022,0.0017022,0.0016957,0.0016988,3369400.0,5720.92045,0.0016988,0.0017022,0.0016957,0.0017022,3369400.0,2025-05-21 12:45:00,7.749999999999966e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,1.0
93,1747831800000,0.0016988,0.0017024,0.0016941,0.0016948,2055000.0,3489.83124,0.0016948,0.0017024,0.0016941,0.0016988,2055000.0,2025-05-21 12:50:00,7.779999999999961e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
92,1747832100000,0.0016948,0.0016979,0.0016931,0.0016979,1655900.0,2807.11886,0.0016979,0.0016979,0.0016931,0.0016948,1655900.0,2025-05-21 12:55:00,7.4999999999999765e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
91,1747832400000,0.0016979,0.0017029,0.0016957,0.0016969,3778300.0,6425.6263,0.0016969,0.0017029,0.0016957,0.0016979,3778300.0,2025-05-21 13:00:00,7.469999999999981e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,1.0
90,1747832700000,0.0016969,0.0016981,0.0016922,0.0016964,985000.0,1669.57879,0.0016964,0.0016981,0.0016922,0.0016969,985000.0,2025-05-21 13:05:00,6.859999999999983e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
89,1747833000000,0.0016964,0.0016964,0.0016865,0.0016891,12336200.0,20827.49313,0.0016891,0.0016964,0.0016865,0.0016964,12336200.0,2025-05-21 13:10:00,7.289999999999988e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,1.0
88,1747833300000,0.0016891,0.0016939,0.0016874,0.0016914,4309700.0,7287.14641,0.0016914,0.0016939,0.0016874,0.0016891,4309700.0,2025-05-21 13:15:00,7.149999999999973e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
87,1747833600000,0.0016914,0.001697,0.0016896,0.0016914,5267100.0,8917.12482,0.0016914,0.001697,0.0016896,0.0016914,5267100.0,2025-05-21 13:20:00,7.04999999999996e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,1.0
86,1747833900000,0.0016914,0.001695,0.001691,0.0016927,850100.0,1438.95798,0.0016927,0.001695,0.001691,0.0016914,850100.0,2025-05-21 13:25:00,6.909999999999968e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
85,1747834200000,0.0016927,0.0017022,0.0016927,0.0016966,8079400.0,13730.56318,0.0016966,0.0017022,0.0016927,0.0016927,8079400.0,2025-05-21 13:30:00,6.999999999999953e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
84,1747834500000,0.0016966,0.001706,0.0016948,0.0017016,5738300.0,9774.8364,0.0017016,0.001706,0.0016948,0.0016966,5738300.0,2025-05-21 13:35:00,7.469999999999959e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
83,1747834800000,0.0017016,0.0017118,0.0016982,0.0017092,4987300.0,8519.06866,0.0017092,0.0017118,0.0016982,0.0017016,4987300.0,2025-05-21 13:40:00,7.999999999999978e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
82,1747835100000,0.0017092,0.0017115,0.0017044,0.0017066,5723800.0,9777.23217,0.0017066,0.0017115,0.0017044,0.0017092,5723800.0,2025-05-21 13:45:00,8.229999999999957e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
81,1747835400000,0.0017066,0.001714,0.0017066,0.0017096,4113400.0,7039.28224,0.0017096,0.001714,0.0017066,0.0017066,4113400.0,2025-05-21 13:50:00,8.249999999999967e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
80,1747835700000,0.0017096,0.0017146,0.0016996,0.0017015,24109100.0,41116.56811,0.0017015,0.0017146,0.0016996,0.0017096,24109100.0,2025-05-21 13:55:00,9.159999999999983e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
79,1747836000000,0.0017015,0.0017054,0.0017001,0.0017037,5759900.0,9806.27764,0.0017037,0.0017054,0.0017001,0.0017015,5759900.0,2025-05-21 14:00:00,8.699999999999984e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
78,1747836300000,0.0017037,0.0017063,0.0016984,0.001702,3190800.0,5431.08424,0.001702,0.0017063,0.0016984,0.0017037,3190800.0,2025-05-21 14:05:00,8.839999999999976e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
77,1747836600000,0.001702,0.0017034,0.001693,0.0016979,12519700.0,21232.8459,0.0016979,0.0017034,0.001693,0.001702,12519700.0,2025-05-21 14:10:00,9.139999999999994e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
76,1747836900000,0.0016979,0.0017063,0.001696,0.0017053,3761500.0,6406.54375,0.0017053,0.0017063,0.001696,0.0016979,3761500.0,2025-05-21 14:15:00,9.770000000000005e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
75,1747837200000,0.0017053,0.0017069,0.0017004,0.0017009,3640300.0,6199.24253,0.0017009,0.0017069,0.0017004,0.0017053,3640300.0,2025-05-21 14:20:00,9.470000000000008e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,1.0
74,1747837500000,0.0017009,0.001701,0.0016914,0.0016941,5551000.0,9409.19442,0.0016941,0.001701,0.0016914,0.0017009,5551000.0,2025-05-21 14:25:00,9.310000000000004e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
73,1747837800000,0.0016941,0.0016966,0.001686,0.0016882,3829800.0,6469.57312,0.0016882,0.0016966,0.001686,0.0016941,3829800.0,2025-05-21 14:30:00,9.009999999999987e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,1.0
72,1747838100000,0.0016882,0.001697,0.0016882,0.0016956,2193200.0,3709.55514,0.0016956,0.001697,0.0016882,0.0016882,2193200.0,2025-05-21 14:35:00,9.179999999999995e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
71,1747838400000,0.0016956,0.0017017,0.001695,0.0017006,2512900.0,4269.44199,0.0017006,0.0017017,0.001695,0.0016956,2512900.0,2025-05-21 14:40:00,9.11e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
70,1747838700000,0.0017006,0.0017014,0.0016969,0.001701,3833700.0,6511.62984,0.001701,0.0017014,0.0016969,0.0017006,3833700.0,2025-05-21 14:45:00,8.05999999999999e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
69,1747839000000,0.001701,0.0017214,0.0017004,0.0017124,33501100.0,57277.25489,0.0017124,0.0017214,0.0017004,0.001701,33501100.0,2025-05-21 14:50:00,9.630000000000011e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
68,1747839300000,0.0017124,0.001721,0.0017123,0.001721,4001400.0,6867.18941,0.001721,0.001721,0.0017123,0.0017124,4001400.0,2025-05-21 14:55:00,9.710000000000036e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
67,1747839600000,0.001721,0.001721,0.0017054,0.0017156,17049800.0,29179.24432,0.0017156,0.001721,0.0017054,0.001721,17049800.0,2025-05-21 15:00:00,1.0230000000000048e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
66,1747839900000,0.0017156,0.0017243,0.0017148,0.001722,11827300.0,20346.36123,0.001722,0.0017243,0.0017148,0.0017156,11827300.0,2025-05-21 15:05:00,1.0150000000000047e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
65,1747840200000,0.001722,0.0017236,0.0017069,0.0017102,18138300.0,31007.23226,0.0017102,0.0017236,0.0017069,0.001722,18138300.0,2025-05-21 15:10:00,1.117000000000006e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
64,1747840500000,0.0017102,0.0017196,0.0017095,0.001713,12648500.0,21706.53309,0.001713,0.0017196,0.0017095,0.0017102,12648500.0,2025-05-21 15:15:00,1.1220000000000045e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
63,1747840800000,0.001713,0.001716,0.0017059,0.001716,24216900.0,41391.08683,0.001716,0.001716,0.0017059,0.001713,24216900.0,2025-05-21 15:20:00,1.117000000000006e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
62,1747841100000,0.001716,0.0017208,0.0017114,0.0017191,5026600.0,8622.61971,0.0017191,0.0017208,0.0017114,0.001716,5026600.0,2025-05-21 15:25:00,1.123000000000005e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
61,1747841400000,0.0017191,0.0017254,0.0017191,0.0017211,4176400.0,7198.38668,0.0017211,0.0017254,0.0017191,0.0017191,4176400.0,2025-05-21 15:30:00,1.1190000000000028e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
60,1747841700000,0.0017211,0.0017226,0.0017009,0.0017076,26424800.0,45136.646,0.0017076,0.0017226,0.0017009,0.0017211,26424800.0,2025-05-21 15:35:00,1.2910000000000027e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
59,1747842000000,0.0017076,0.0017156,0.0017076,0.0017147,3941900.0,6753.93106,0.0017147,0.0017156,0.0017076,0.0017076,3941900.0,2025-05-21 15:40:00,1.1610000000000006e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
58,1747842300000,0.0017147,0.0017168,0.0017075,0.0017093,1790700.0,3064.96505,0.0017093,0.0017168,0.0017075,0.0017147,1790700.0,2025-05-21 15:45:00,1.1669999999999997e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
57,1747842600000,0.0017093,0.001717,0.0017089,0.001717,1608700.0,2755.82464,0.001717,0.001717,0.0017089,0.0017093,1608700.0,2025-05-21 15:50:00,1.0919999999999984e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
56,1747842900000,0.001717,0.0017186,0.0017151,0.0017167,1564300.0,2685.25565,0.0017167,0.0017186,0.0017151,0.001717,1564300.0,2025-05-21 15:55:00,1.0319999999999991e-05,0.0016965953333333333,-1.0,1.1722380952380944e-05,-1.0
55,1747843200000,0.0017167,0.0017211,0.0017165,0.0017175,8232000.0,14149.44975,0.0017175,0.0017211,0.0017165,0.0017167,8232000.0,2025-05-21 16:00:00,9.109999999999977e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
54,1747843500000,0.0017175,0.0017176,0.0017114,0.0017156,2843700.0,4876.59263,0.0017156,0.0017176,0.0017114,0.0017175,2843700.0,2025-05-21 16:05:00,8.719999999999974e-06,0.0016965953333333333,-1.0,8.451555555555538e-06,-1.0
53,1747843800000,0.0017156,0.0017288,0.0017156,0.0017288,4715200.0,8111.81102,0.0017288,0.0017288,0.0017156,0.0017156,4715200.0,2025-05-21 16:10:00,9.029999999999954e-06,0.0016968453333333336,-1.0,8.451555555555538e-06,-1.0
52,1747844100000,0.0017288,0.0017432,0.0017278,0.0017362,17090100.0,29654.95968,0.0017362,0.0017432,0.0017278,0.0017288,17090100.0,2025-05-21 16:15:00,9.629999999999969e-06,0.0017101453333333335,-1.0,8.451555555555538e-06,-1.0
51,1747844400000,0.0017362,0.0017445,0.0017343,0.0017445,5242800.0,9115.80409,0.0017445,0.0017445,0.0017343,0.0017362,5242800.0,2025-05-21 16:20:00,1.0019999999999972e-05,0.0017140453333333334,-1.0,8.451555555555538e-06,-1.0
50,1747844700000,0.0017445,0.0017496,0.0017431,0.0017445,5097500.0,8897.15836,0.0017445,0.0017496,0.0017431,0.0017445,5097500.0,2025-05-21 16:25:00,8.49999999999998e-06,0.0017209953333333335,-1.0,8.451555555555538e-06,-1.0
49,1747845000000,0.0017445,0.0017628,0.0017443,0.0017612,5546800.0,9736.74989,0.0017612,0.0017628,0.0017443,0.0017445,5546800.0,2025-05-21 16:30:00,9.549999999999966e-06,0.0017281953333333335,-1.0,8.451555555555538e-06,-1.0
48,1747845300000,0.0017612,0.0017701,0.0017593,0.0017654,31073800.0,54805.45213,0.0017654,0.0017701,0.0017593,0.0017612,31073800.0,2025-05-21 16:35:00,9.699999999999943e-06,0.0017393453333333336,-1.0,8.451555555555538e-06,-1.0
47,1747845600000,0.0017654,0.0017714,0.0017606,0.0017711,6709100.0,11848.42165,0.0017711,0.0017714,0.0017606,0.0017654,6709100.0,2025-05-21 16:40:00,9.969999999999944e-06,0.0017406453333333335,-1.0,8.451555555555538e-06,-1.0
46,1747845900000,0.0017711,0.0017723,0.001763,0.001763,7542100.0,13332.80207,0.001763,0.0017723,0.001763,0.0017711,7542100.0,2025-05-21 16:45:00,1.0549999999999948e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,-1.0
45,1747846200000,0.001763,0.001773,0.0017613,0.0017693,11262100.0,19907.32371,0.0017693,0.001773,0.0017613,0.001763,11262100.0,2025-05-21 16:50:00,1.125999999999996e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,-1.0
44,1747846500000,0.0017693,0.0017742,0.0017488,0.0017495,9560200.0,16820.79728,0.0017495,0.0017742,0.0017488,0.0017693,9560200.0,2025-05-21 16:55:00,1.3179999999999984e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,-1.0
43,1747846800000,0.0017495,0.0017624,0.0017495,0.0017549,11771800.0,20685.76473,0.0017549,0.0017624,0.0017495,0.0017495,11771800.0,2025-05-21 17:00:00,1.314999999999999e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,-1.0
42,1747847100000,0.0017549,0.0017575,0.0017396,0.001742,9772800.0,17061.2043,0.001742,0.0017575,0.0017396,0.0017549,9772800.0,2025-05-21 17:05:00,1.3399999999999978e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
41,1747847400000,0.001742,0.0017429,0.0017323,0.0017384,13020800.0,22610.54938,0.0017384,0.0017429,0.0017323,0.001742,13020800.0,2025-05-21 17:10:00,1.343999999999998e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
40,1747847700000,0.0017384,0.0017424,0.0017113,0.001721,30472500.0,52444.45456,0.001721,0.0017424,0.0017113,0.0017384,30472500.0,2025-05-21 17:15:00,1.5899999999999987e-05,0.0017406453333333335,-1.0,1.8920769230769192e-05,1.0
39,1747848000000,0.001721,0.0017226,0.0016908,0.001695,26335500.0,44878.49749,0.001695,0.0017226,0.0016908,0.001721,26335500.0,2025-05-21 17:20:00,1.7230000000000003e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,-1.0
38,1747848300000,0.001695,0.0016996,0.0016804,0.0016848,65372300.0,110396.40095,0.0016848,0.0016996,0.0016804,0.001695,65372300.0,2025-05-21 17:25:00,1.807e-05,0.0017406453333333335,-1.0,1.8920769230769192e-05,1.0
37,1747848600000,0.0016848,0.0017005,0.0016776,0.0016986,25831800.0,43718.09656,0.0016986,0.0017005,0.0016776,0.0016848,25831800.0,2025-05-21 17:30:00,1.927999999999999e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,-1.0
36,1747848900000,0.0016986,0.0017054,0.0016875,0.0017023,16753000.0,28390.50645,0.0017023,0.0017054,0.0016875,0.0016986,16753000.0,2025-05-21 17:35:00,2.013999999999998e-05,0.0017406453333333335,-1.0,1.8920769230769192e-05,1.0
35,1747849200000,0.0017023,0.0017054,0.0016899,0.0016926,19827200.0,33695.49721,0.0016926,0.0017054,0.0016899,0.0017023,19827200.0,2025-05-21 17:40:00,2.0519999999999956e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,-1.0
34,1747849500000,0.0016926,0.0017042,0.0016869,0.0016941,11968500.0,20271.83462,0.0016941,0.0017042,0.0016869,0.0016926,11968500.0,2025-05-21 17:45:00,1.970999999999993e-05,0.0017406453333333335,-1.0,1.8920769230769192e-05,1.0
33,1747849800000,0.0016941,0.0016985,0.001673,0.0016752,11846600.0,19923.80144,0.0016752,0.0016985,0.001673,0.0016941,11846600.0,2025-05-21 17:50:00,2.096999999999993e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,1.0
32,1747850100000,0.0016752,0.0016832,0.0016699,0.0016832,23462900.0,39283.51262,0.0016832,0.0016832,0.0016699,0.0016752,23462900.0,2025-05-21 17:55:00,2.050999999999993e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,-1.0
31,1747850400000,0.0016832,0.0016899,0.0016774,0.0016865,7311600.0,12322.22845,0.0016865,0.0016899,0.0016774,0.0016832,7311600.0,2025-05-21 18:00:00,2.069999999999995e-05,0.0017406453333333335,-1.0,1.8920769230769192e-05,1.0
30,1747850700000,0.0016865,0.0017043,0.0016848,0.0017021,11048100.0,18723.68361,0.0017021,0.0017043,0.0016848,0.0016865,11048100.0,2025-05-21 18:05:00,1.9539999999999945e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,-1.0
29,1747851000000,0.0017021,0.0017021,0.0016937,0.0016969,2949800.0,5006.36802,0.0016969,0.0017021,0.0016937,0.0017021,2949800.0,2025-05-21 18:10:00,1.719999999999994e-05,0.0017406453333333335,-1.0,1.8920769230769192e-05,1.0
28,1747851300000,0.0016969,0.0017044,0.0016952,0.0016974,4444800.0,7548.88922,0.0016974,0.0017044,0.0016952,0.0016969,4444800.0,2025-05-21 18:15:00,1.619999999999996e-05,0.0016833046666666666,1.0,1.8920769230769192e-05,-1.0
27,1747851600000,0.0016974,0.0016999,0.0016877,0.0016978,19370700.0,32851.17546,0.0016978,0.0016999,0.0016877,0.0016974,19370700.0,2025-05-21 18:20:00,1.5129999999999962e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
26,1747851900000,0.0016978,0.0017014,0.0016906,0.0016912,6027200.0,10234.19036,0.0016912,0.0017014,0.0016906,0.0016978,6027200.0,2025-05-21 18:25:00,1.441999999999997e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
25,1747852200000,0.0016912,0.0017031,0.0016912,0.0017029,5459200.0,9263.24793,0.0017029,0.0017031,0.0016912,0.0016912,5459200.0,2025-05-21 18:30:00,1.4059999999999984e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
24,1747852500000,0.0017029,0.0017052,0.0016975,0.0017024,3375000.0,5741.62745,0.0017024,0.0017052,0.0016975,0.0017029,3375000.0,2025-05-21 18:35:00,1.3100000000000003e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
23,1747852800000,0.0017024,0.0017153,0.0017015,0.0017145,7184700.0,12271.25155,0.0017145,0.0017153,0.0017015,0.0017024,7184700.0,2025-05-21 18:40:00,1.1929999999999993e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
22,1747853100000,0.0017145,0.0017218,0.0017084,0.0017107,11652400.0,19972.41856,0.0017107,0.0017218,0.0017084,0.0017145,11652400.0,2025-05-21 18:45:00,1.1939999999999997e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
21,1747853400000,0.0017107,0.0017179,0.00171,0.0017115,3097700.0,5308.04149,0.0017115,0.0017179,0.00171,0.0017107,3097700.0,2025-05-21 18:50:00,1.1479999999999997e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
20,1747853700000,0.0017115,0.0017115,0.0017051,0.0017052,1057800.0,1805.6467,0.0017052,0.0017115,0.0017051,0.0017115,1057800.0,2025-05-21 18:55:00,1.0169999999999992e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
19,1747854000000,0.0017052,0.0017172,0.0017052,0.0017159,3165500.0,5412.23496,0.0017159,0.0017172,0.0017052,0.0017052,3165500.0,2025-05-21 19:00:00,1.053e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
18,1747854300000,0.0017159,0.0017189,0.0016967,0.0016977,2932100.0,5006.63406,0.0016977,0.0017189,0.0016967,0.0017159,2932100.0,2025-05-21 19:05:00,1.183e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
17,1747854600000,0.0016977,0.0017089,0.0016942,0.0017089,5656800.0,9617.39482,0.0017089,0.0017089,0.0016942,0.0016977,5656800.0,2025-05-21 19:10:00,1.207999999999999e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
16,1747854900000,0.0017089,0.0017089,0.0017015,0.0017033,1423600.0,2427.54162,0.0017033,0.0017089,0.0017015,0.0017089,1423600.0,2025-05-21 19:15:00,1.173999999999997e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
15,1747855200000,0.0017033,0.0017069,0.0016996,0.0017047,2857700.0,4869.98989,0.0017047,0.0017069,0.0016996,0.0017033,2857700.0,2025-05-21 19:20:00,1.127999999999997e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
14,1747855500000,0.0017047,0.0017093,0.0016995,0.0017088,2444100.0,4170.91804,0.0017088,0.0017093,0.0016995,0.0017047,2444100.0,2025-05-21 19:25:00,1.148999999999996e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
13,1747855800000,0.0017088,0.0017223,0.0017088,0.0017209,3593700.0,6172.64678,0.0017209,0.0017223,0.0017088,0.0017088,3593700.0,2025-05-21 19:30:00,1.1459999999999985e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
12,1747856100000,0.0017209,0.0017323,0.0017181,0.0017315,19332200.0,33339.20966,0.0017315,0.0017323,0.0017181,0.0017209,19332200.0,2025-05-21 19:35:00,1.1539999999999988e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
11,1747856400000,0.0017315,0.0017315,0.0017233,0.0017234,3750800.0,6476.62718,0.0017234,0.0017315,0.0017233,0.0017315,3750800.0,2025-05-21 19:40:00,1.1569999999999962e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
10,1747856700000,0.0017234,0.0017334,0.001722,0.0017323,4894400.0,8450.20678,0.0017323,0.0017334,0.001722,0.0017234,4894400.0,2025-05-21 19:45:00,1.2069999999999962e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
9,1747857000000,0.0017323,0.0017354,0.0017247,0.0017247,7107900.0,12311.05014,0.0017247,0.0017354,0.0017247,0.0017323,7107900.0,2025-05-21 19:50:00,1.1939999999999953e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
8,1747857300000,0.0017247,0.0017379,0.0017225,0.0017313,12688600.0,21934.86401,0.0017313,0.0017379,0.0017225,0.0017247,12688600.0,2025-05-21 19:55:00,1.1259999999999938e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
7,1747857600000,0.0017313,0.001737,0.0017298,0.0017302,3630500.0,6290.00868,0.0017302,0.001737,0.0017298,0.0017313,3630500.0,2025-05-21 20:00:00,1.0509999999999947e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
6,1747857900000,0.0017302,0.0017342,0.0017264,0.0017281,3319800.0,5748.91425,0.0017281,0.0017342,0.0017264,0.0017302,3319800.0,2025-05-21 20:05:00,1.0549999999999968e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
5,1747858200000,0.0017281,0.0017302,0.001719,0.0017209,6598800.0,11367.71382,0.0017209,0.0017302,0.001719,0.0017281,6598800.0,2025-05-21 20:10:00,1.0939999999999973e-05,0.0017406453333333335,-1.0,1.1722380952380944e-05,1.0
4,1747858500000,0.0017209,0.0017255,0.0017196,0.0017231,2647800.0,4560.94799,0.0017231,0.0017255,0.0017196,0.0017209,2647800.0,2025-05-21 20:15:00,1.054999999999999e-05,0.0016833046666666666,1.0,1.1722380952380944e-05,-1.0
3,1747858800000,0.0017231,0.0017252,0.0017192,0.0017235,1193500.0,2054.49788,0.0017235,0.0017252,0.0017192,0.0017231,1193500.0,2025-05-21 20:20:00,9.8e-06,0.0017406453333333335,-1.0,8.451555555555538e-06,1.0
2,1747859100000,0.0017235,0.001724,0.0017197,0.001722,493100.0,849.01343,0.001722,0.001724,0.0017197,0.0017235,493100.0,2025-05-21 20:25:00,8.810000000000002e-06,0.0016833046666666666,1.0,8.451555555555538e-06,-1.0
1,1747859400000,0.001722,0.0017254,0.0017206,0.001722,2354200.0,4056.64915,0.001722,0.0017254,0.0017206,0.001722,2354200.0,2025-05-21 20:30:00,8.470000000000005e-06,0.0017406453333333335,-1.0,8.451555555555538e-06,1.0
0,1747859700000,0.001722,0.0017226,0.001719,0.0017205,873700.0,1503.75381,0.0017205,0.0017226,0.001719,0.001722,873700.0,2025-05-21 20:35:00,7.689999999999998e-06,0.0016833046666666666,1.0,8.451555555555538e-06,
